,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,270,9,12.222222222222221,73,62,20,2023-10-30 17:00:00+00:00
1,270,12,11.666666666666666,74,62,18,2023-10-30 18:00:00+00:00
2,270,15,11.11111111111111,73,61,18,2023-10-30 19:00:00+00:00
3,270,17,10.555555555555555,76,59,18,2023-10-30 20:00:00+00:00
4,270,19,10.0,85,55,17,2023-10-30 21:00:00+00:00
5,270,30,9.444444444444445,90,52,17,2023-10-30 22:00:00+00:00
6,315,19,8.333333333333334,90,49,17,2023-10-30 23:00:00+00:00
7,315,20,7.222222222222222,93,47,17,2023-10-31 00:00:00+00:00
8,315,17,6.111111111111111,94,45,17,2023-10-31 01:00:00+00:00
9,315,14,5.555555555555555,95,44,17,2023-10-31 02:00:00+00:00
10,315,11,5.555555555555555,98,43,15,2023-10-31 03:00:00+00:00
11,315,14,5.0,97,42,14,2023-10-31 04:00:00+00:00
12,315,17,4.444444444444445,95,41,13,2023-10-31 05:00:00+00:00
13,315,20,3.888888888888889,96,40,12,2023-10-31 06:00:00+00:00
14,315,23,3.3333333333333335,93,40,12,2023-10-31 07:00:00+00:00
15,315,26,2.7777777777777777,93,39,10,2023-10-31 08:00:00+00:00
16,315,27,2.7777777777777777,91,39,9,2023-10-31 09:00:00+00:00
17,315,28,2.7777777777777777,95,38,8,2023-10-31 10:00:00+00:00
18,315,28,2.2222222222222223,96,37,7,2023-10-31 11:00:00+00:00
19,315,28,2.2222222222222223,93,37,6,2023-10-31 12:00:00+00:00
20,315,27,2.2222222222222223,94,37,6,2023-10-31 13:00:00+00:00
21,315,25,2.2222222222222223,94,37,5,2023-10-31 14:00:00+00:00
22,0,22,2.7777777777777777,92,39,3,2023-10-31 15:00:00+00:00
23,0,20,2.7777777777777777,87,41,3,2023-10-31 16:00:00+00:00
24,315,18,2.7777777777777777,75,44,5,2023-10-31 17:00:00+00:00
25,315,14,2.7777777777777777,72,45,5,2023-10-31 18:00:00+00:00
26,270,10,3.3333333333333335,74,46,6,2023-10-31 19:00:00+00:00
27,270,10,2.7777777777777777,72,46,7,2023-10-31 20:00:00+00:00
28,315,9,2.2222222222222223,70,45,8,2023-10-31 21:00:00+00:00
29,315,9,1.6666666666666667,70,44,9,2023-10-31 22:00:00+00:00
30,315,8,1.1111111111111112,74,42,10,2023-10-31 23:00:00+00:00
31,315,8,0.5555555555555556,79,39,12,2023-11-01 00:00:00+00:00
32,315,3,0.0,83,36,10,2023-11-01 01:00:00+00:00
33,315,3,-1.1111111111111112,81,35,12,2023-11-01 02:00:00+00:00
34,315,3,-2.2222222222222223,78,34,14,2023-11-01 03:00:00+00:00
35,315,3,-3.3333333333333335,75,33,17,2023-11-01 04:00:00+00:00
36,315,3,-4.444444444444445,74,31,20,2023-11-01 05:00:00+00:00
37,315,3,-5.555555555555555,74,29,22,2023-11-01 06:00:00+00:00
38,315,1,-6.111111111111111,75,28,23,2023-11-01 07:00:00+00:00
39,315,1,-7.222222222222222,74,26,23,2023-11-01 08:00:00+00:00
40,315,1,-8.333333333333334,74,24,22,2023-11-01 09:00:00+00:00
41,315,1,-8.88888888888889,74,23,22,2023-11-01 10:00:00+00:00
42,315,1,-9.444444444444445,75,21,22,2023-11-01 11:00:00+00:00
43,315,1,-10.0,76,20,23,2023-11-01 12:00:00+00:00
