,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,S,0,-7.222222222222222,60,31,0,2023-11-03 04:00:00+00:00
1,S,0,-7.777777777777778,59,31,0,2023-11-03 05:00:00+00:00
2,S,0,-7.777777777777778,59,30,0,2023-11-03 06:00:00+00:00
3,SW,0,-7.777777777777778,60,30,0,2023-11-03 07:00:00+00:00
4,SW,0,-8.333333333333334,61,29,0,2023-11-03 08:00:00+00:00
5,SW,0,-8.333333333333334,62,28,0,2023-11-03 09:00:00+00:00
6,SW,0,-8.333333333333334,62,28,0,2023-11-03 10:00:00+00:00
7,SW,0,-8.88888888888889,63,27,0,2023-11-03 11:00:00+00:00
8,SW,0,-8.88888888888889,64,26,0,2023-11-03 12:00:00+00:00
9,SW,0,-8.88888888888889,60,28,1,2023-11-03 13:00:00+00:00
10,S,0,-8.333333333333334,54,32,1,2023-11-03 14:00:00+00:00
11,S,0,-7.777777777777778,46,37,2,2023-11-03 15:00:00+00:00
